Ax,Ay,Az,Gx,Gy,Gz,Label
1.692,0.094,0.328,211.565,11.725,41.038,Idle
-1.918,0.094,0.328,-239.855,11.725,41.038,Idle
-1.527,0.094,0.328,-191.000,11.725,41.038,Idle
-1.137,0.094,0.328,-142.145,11.725,41.038,Idle
-0.746,0.094,0.328,-93.290,11.725,41.038,Idle
-0.355,0.094,0.328,-44.435,11.725,41.038,Idle
0.035,0.094,0.328,4.427,11.725,41.038,Idle
0.410,0.094,0.328,51.328,11.725,41.038,Idle
0.801,0.094,0.328,100.183,11.725,41.038,Idle
1.192,0.094,0.328,149.038,11.725,41.038,Idle
1.582,0.094,0.328,197.893,11.725,41.038,Idle
1.973,0.094,0.328,246.748,11.725,41.038,Idle
-1.636,0.094,0.328,-204.672,11.725,41.038,Idle
-1.246,0.094,0.328,-155.817,11.725,41.038,Idle
-0.855,0.094,0.328,-106.962,11.725,41.038,Idle
-0.465,0.094,0.328,-58.107,11.725,41.038,Idle
-0.074,0.094,0.328,-9.252,11.725,41.038,Idle
0.317,0.094,0.328,39.611,11.725,41.038,Idle
0.707,0.094,0.328,88.466,11.725,41.038,Idle
1.098,0.094,0.328,137.321,11.725,41.038,Idle
1.489,0.094,0.328,186.176,11.725,41.038,Idle
1.879,0.094,0.328,235.031,11.725,41.038,Idle
-1.730,0.094,0.328,-216.389,11.725,41.038,Idle
-1.340,0.094,0.328,-167.534,11.725,41.038,Idle
-0.949,0.094,0.328,-118.679,11.725,41.038,Idle
-0.558,0.094,0.328,-69.824,11.725,41.038,Idle
-0.168,0.094,0.328,-20.969,11.725,41.038,Idle
0.223,0.094,0.328,27.893,11.725,41.038,Idle
0.614,0.094,0.328,76.748,11.725,41.038,Idle
1.004,0.094,0.328,125.603,11.725,41.038,Idle
1.395,0.094,0.328,174.458,11.725,41.038,Idle
1.786,0.094,0.328,223.313,11.725,41.038,Idle
-1.824,0.094,0.328,-228.107,11.725,41.038,Idle
-1.433,0.094,0.328,-179.252,11.725,41.038,Idle
-1.043,0.094,0.328,-130.397,11.725,41.038,Idle
-0.652,0.094,0.328,-81.542,11.725,41.038,Idle
-0.261,0.094,0.328,-32.687,11.725,41.038,Idle
0.129,0.094,0.328,16.176,11.725,41.038,Idle
0.520,0.094,0.328,65.031,11.725,41.038,Idle
0.911,0.094,0.328,113.885,11.725,41.038,Idle
1.301,0.094,0.328,162.740,11.725,41.038,Idle
1.692,0.094,0.328,211.595,11.725,41.038,Idle
-1.918,0.094,0.328,-239.824,11.725,41.038,Idle
-1.527,0.094,0.328,-190.969,11.725,41.038,Idle
-1.136,0.094,0.328,-142.115,11.725,41.038,Idle
-0.746,0.094,0.328,-93.260,11.725,41.038,Idle
-0.355,0.094,0.328,-44.405,11.725,41.038,Idle
0.036,0.094,0.328,4.458,11.725,41.038,Idle
0.411,0.094,0.328,51.359,11.725,41.038,Idle
0.801,0.094,0.328,100.214,11.725,41.038,Idle
1.192,0.094,0.328,149.069,11.725,41.038,Idle
1.583,0.094,0.328,197.924,11.725,41.038,Idle
1.973,0.094,0.328,246.779,11.725,41.038,Idle
-1.636,0.094,0.328,-204.641,11.725,41.038,Idle
-1.246,0.094,0.328,-155.786,11.725,41.038,Idle
-0.855,0.094,0.328,-106.931,11.725,41.038,Idle
-0.464,0.094,0.328,-58.076,11.725,41.038,Idle
-0.074,0.094,0.328,-9.221,11.725,41.038,Idle
0.317,0.094,0.328,39.641,11.725,41.038,Idle
0.708,0.094,0.328,88.496,11.725,41.038,Idle
1.098,0.094,0.328,137.351,11.725,41.038,Idle
1.489,0.094,0.328,186.206,11.725,41.038,Idle
1.879,0.094,0.328,235.061,11.725,41.038,Idle
-1.730,0.094,0.328,-216.359,11.725,41.038,Idle
-1.339,0.094,0.328,-167.504,11.725,41.038,Idle
-0.949,0.094,0.328,-118.649,11.725,41.038,Idle
-0.558,0.094,0.328,-69.794,11.725,41.038,Idle
-0.167,0.094,0.328,-20.939,11.725,41.038,Idle
0.223,0.094,0.328,27.924,11.725,41.038,Idle
0.614,0.094,0.328,76.779,11.725,41.038,Idle
1.005,0.094,0.328,125.634,11.725,41.038,Idle
1.395,0.094,0.328,174.489,11.725,41.038,Idle
1.786,0.094,0.328,223.344,11.725,41.038,Idle
-1.824,0.094,0.328,-228.076,11.725,41.038,Idle
-1.433,0.094,0.328,-179.221,11.725,41.038,Idle
-1.042,0.094,0.328,-130.366,11.725,41.038,Idle
-0.652,0.094,0.328,-81.511,11.725,41.038,Idle
-0.261,0.094,0.328,-32.656,11.725,41.038,Idle
0.130,0.094,0.328,16.206,11.725,41.038,Idle
0.520,0.094,0.328,65.061,11.725,41.038,Idle
0.911,0.094,0.328,113.916,11.725,41.038,Idle
1.301,0.094,0.328,162.771,11.725,41.038,Idle
1.692,0.094,0.328,211.626,11.725,41.038,Idle
-1.917,0.094,0.328,-239.794,11.725,41.038,Idle
-1.527,0.094,0.328,-190.939,11.725,41.038,Idle
-1.136,0.094,0.328,-142.084,11.725,41.038,Idle
-0.745,0.094,0.328,-93.229,11.725,41.038,Idle
-0.355,0.094,0.328,-44.374,11.725,41.038,Idle
0.036,0.094,0.328,4.489,11.725,41.038,Idle
0.411,0.094,0.328,51.389,11.725,41.038,Idle
0.802,0.094,0.328,100.244,11.725,41.038,Idle
1.192,0.094,0.328,149.099,11.725,41.038,Idle
1.583,0.094,0.328,197.954,11.725,41.038,Idle
1.973,0.094,0.328,246.809,11.725,41.038,Idle
-1.636,0.094,0.328,-204.611,11.725,41.038,Idle
-1.245,0.094,0.328,-155.756,11.725,41.038,Idle
-0.855,0.094,0.328,-106.901,11.725,41.038,Idle
-0.464,0.094,0.328,-58.046,11.725,41.038,Idle
-0.073,0.094,0.328,-9.191,11.725,41.038,Idle
0.317,0.094,0.328,39.672,11.725,41.038,Idle
0.708,0.094,0.328,88.527,11.725,41.038,Idle
1.098,0.094,0.328,137.382,11.725,41.038,Idle
1.489,0.094,0.328,186.237,11.725,41.038,Idle
1.880,0.094,0.328,235.092,11.725,41.038,Idle
-1.730,0.094,0.328,-216.328,11.725,41.038,Idle
-1.339,0.094,0.328,-167.473,11.725,41.038,Idle
-0.948,0.094,0.328,-118.618,11.725,41.038,Idle
-0.558,0.094,0.328,-69.763,11.725,41.038,Idle
-0.167,0.094,0.328,-20.908,11.725,41.038,Idle
0.224,0.094,0.328,27.954,11.725,41.038,Idle
0.614,0.094,0.328,76.809,11.725,41.038,Idle
1.005,0.094,0.328,125.664,11.725,41.038,Idle
1.395,0.094,0.328,174.519,11.725,41.038,Idle
1.786,0.094,0.328,223.374,11.725,41.038,Idle
-1.823,0.094,0.328,-228.046,11.725,41.038,Idle
-1.433,0.094,0.328,-179.191,11.725,41.038,Idle
-1.042,0.094,0.328,-130.336,11.725,41.038,Idle
-0.651,0.094,0.328,-81.481,11.725,41.038,Idle
-0.261,0.094,0.328,-32.626,11.725,41.038,Idle
0.130,0.094,0.328,16.237,11.725,41.038,Idle
0.520,0.094,0.328,65.092,11.725,41.038,Idle
0.911,0.094,0.328,113.947,11.725,41.038,Idle
1.302,0.094,0.328,162.802,11.725,41.038,Idle
1.692,0.094,0.328,211.656,11.725,41.038,Idle
-1.917,0.094,0.328,-239.763,11.725,41.038,Idle
-1.526,0.094,0.328,-190.908,11.725,41.038,Idle
-1.136,0.094,0.328,-142.053,11.725,41.038,Idle
-0.745,0.094,0.328,-93.198,11.725,41.038,Idle
-0.355,0.094,0.328,-44.344,11.725,41.038,Idle
0.036,0.094,0.328,4.519,11.725,41.038,Idle
0.411,0.094,0.328,51.420,11.725,41.038,Idle
0.802,0.094,0.328,100.275,11.725,41.038,Idle
1.192,0.094,0.328,149.130,11.725,41.038,Idle
1.583,0.094,0.328,197.985,11.725,41.038,Idle
1.974,0.094,0.328,246.840,11.725,41.038,Idle
-1.636,0.094,0.328,-204.580,11.725,41.038,Idle
-1.245,0.094,0.328,-155.725,11.725,41.038,Idle
-0.854,0.094,0.328,-106.870,11.725,41.038,Idle
-0.464,0.094,0.328,-58.015,11.725,41.038,Idle
-0.073,0.094,0.328,-9.160,11.725,41.038,Idle
0.317,0.094,0.328,39.702,11.725,41.038,Idle
0.708,0.094,0.328,88.557,11.725,41.038,Idle
1.099,0.094,0.328,137.412,11.725,41.038,Idle
1.489,0.094,0.328,186.267,11.725,41.038,Idle
1.880,0.094,0.328,235.122,11.725,41.038,Idle
-1.729,0.094,0.328,-216.298,11.725,41.038,Idle
-1.339,0.094,0.328,-167.443,11.725,41.038,Idle
-0.948,0.094,0.328,-118.588,11.725,41.038,Idle
-0.558,0.094,0.328,-69.733,11.725,41.038,Idle
-0.167,0.094,0.328,-20.878,11.725,41.038,Idle
0.224,0.094,0.328,27.985,11.725,41.038,Idle
0.614,0.094,0.328,76.840,11.725,41.038,Idle
1.005,0.094,0.328,125.695,11.725,41.038,Idle
1.396,0.094,0.328,174.550,11.725,41.038,Idle
1.786,0.094,0.328,223.405,11.725,41.038,Idle
-1.823,0.094,0.328,-228.015,11.725,41.038,Idle
-1.432,0.094,0.328,-179.160,11.725,41.038,Idle
-1.042,0.094,0.328,-130.305,11.725,41.038,Idle
-0.651,0.094,0.328,-81.450,11.725,41.038,Idle
-0.261,0.094,0.328,-32.595,11.725,41.038,Idle
0.130,0.094,0.328,16.267,11.725,41.038,Idle
0.521,0.094,0.328,65.122,11.725,41.038,Idle
0.911,0.094,0.328,113.977,11.725,41.038,Idle
1.302,0.094,0.328,162.832,11.725,41.038,Idle
1.693,0.094,0.328,211.687,11.725,41.038,Idle
-1.917,0.094,0.328,-239.733,11.725,41.038,Idle
-1.526,0.094,0.328,-190.878,11.725,41.038,Idle
-1.136,0.094,0.328,-142.023,11.725,41.038,Idle
-0.745,0.094,0.328,-93.168,11.725,41.038,Idle
-0.354,0.094,0.328,-44.313,11.725,41.038,Idle
0.036,0.094,0.328,4.550,11.725,41.038,Idle
0.411,0.094,0.328,51.450,11.725,41.038,Idle
0.802,0.094,0.328,100.305,11.725,41.038,Idle
1.193,0.094,0.328,149.160,11.725,41.038,Idle
1.583,0.094,0.328,198.015,11.725,41.038,Idle
1.974,0.094,0.328,246.870,11.725,41.038,Idle
-1.635,0.094,0.328,-204.550,11.725,41.038,Idle
-1.245,0.094,0.328,-155.695,11.725,41.038,Idle
-0.854,0.094,0.328,-106.840,11.725,41.038,Idle
-0.464,0.094,0.328,-57.985,11.725,41.038,Idle
-0.073,0.094,0.328,-9.130,11.725,41.038,Idle
0.318,0.094,0.328,39.733,11.725,41.038,Idle
0.708,0.094,0.328,88.588,11.725,41.038,Idle
1.099,0.094,0.328,137.443,11.725,41.038,Idle
1.490,0.094,0.328,186.298,11.725,41.038,Idle
1.880,0.094,0.328,235.153,11.725,41.038,Idle
-1.729,0.094,0.328,-216.267,11.725,41.038,Idle
-1.339,0.094,0.328,-167.412,11.725,41.038,Idle
-0.948,0.094,0.328,-118.557,11.725,41.038,Idle
-0.557,0.094,0.328,-69.702,11.725,41.038,Idle
-0.167,0.094,0.328,-20.847,11.725,41.038,Idle
0.224,0.094,0.328,28.015,11.725,41.038,Idle
0.615,0.094,0.328,76.870,11.725,41.038,Idle
1.005,0.094,0.328,125.725,11.725,41.038,Idle
1.396,0.094,0.328,174.580,11.725,41.038,Idle
1.786,0.094,0.328,223.435,11.725,41.038,Idle
-1.823,0.094,0.328,-227.985,11.725,41.038,Idle
-1.432,0.094,0.328,-179.130,11.725,41.038,Idle
-1.042,0.094,0.328,-130.275,11.725,41.038,Idle
-0.651,0.094,0.328,-81.420,11.725,41.038,Idle
-0.260,0.094,0.328,-32.565,11.725,41.038,Idle
0.130,0.094,0.328,16.298,11.725,41.038,Idle
0.521,0.094,0.328,65.153,11.725,41.038,Idle
0.912,0.094,0.328,114.008,11.725,41.038,Idle
1.302,0.094,0.328,162.863,11.725,41.038,Idle
1.693,0.094,0.328,211.718,11.725,41.038,Idle
-1.917,0.094,0.328,-239.702,11.725,41.038,Idle
-1.526,0.094,0.328,-190.847,11.725,41.038,Idle
-1.135,0.094,0.328,-141.992,11.725,41.038,Idle
-0.745,0.094,0.328,-93.137,11.725,41.038,Idle
-0.354,0.094,0.328,-44.282,11.725,41.038,Idle
0.037,0.094,0.328,4.580,11.725,41.038,Idle
0.412,0.094,0.328,51.481,11.725,41.038,Idle
0.802,0.094,0.328,100.336,11.725,41.038,Idle
1.193,0.094,0.328,149.191,11.725,41.038,Idle
1.583,0.094,0.328,198.046,11.725,41.038,Idle
1.974,0.094,0.328,246.901,11.725,41.038,Idle
-1.635,0.094,0.328,-204.519,11.725,41.038,Idle
-1.245,0.094,0.328,-155.664,11.725,41.038,Idle
-0.854,0.094,0.328,-106.809,11.725,41.038,Idle
-0.463,0.094,0.328,-57.954,11.725,41.038,Idle
-0.073,0.094,0.328,-9.099,11.725,41.038,Idle
0.318,0.094,0.328,39.763,11.725,41.038,Idle
0.709,0.094,0.328,88.618,11.725,41.038,Idle
1.099,0.094,0.328,137.473,11.725,41.038,Idle
1.490,0.094,0.328,186.328,11.725,41.038,Idle
1.880,0.094,0.328,235.183,11.725,41.038,Idle
-1.729,0.094,0.328,-216.237,11.725,41.038,Idle
-1.338,0.094,0.328,-167.382,11.725,41.038,Idle
-0.948,0.094,0.328,-118.527,11.725,41.038,Idle
-0.557,0.094,0.328,-69.672,11.725,41.038,Idle
-0.166,0.094,0.328,-20.817,11.725,41.038,Idle
0.224,0.094,0.328,28.046,11.725,41.038,Idle
0.615,0.094,0.328,76.901,11.725,41.038,Idle
1.005,0.094,0.328,125.756,11.725,41.038,Idle
1.396,0.094,0.328,174.611,11.725,41.038,Idle
1.787,0.094,0.328,223.466,11.725,41.038,Idle
-1.823,0.094,0.328,-227.954,11.725,41.038,Idle
-1.432,0.094,0.328,-179.099,11.725,41.038,Idle
-1.041,0.094,0.328,-130.244,11.725,41.038,Idle
-0.651,0.094,0.328,-81.389,11.725,41.038,Idle
-0.260,0.094,0.328,-32.534,11.725,41.038,Idle
0.131,0.094,0.328,16.328,11.725,41.038,Idle
0.521,0.094,0.328,65.183,11.725,41.038,Idle
0.912,0.094,0.328,114.038,11.725,41.038,Idle
1.302,0.094,0.328,162.893,11.725,41.038,Idle
1.693,0.094,0.328,211.748,11.725,41.038,Idle
-1.916,0.094,0.328,-239.672,11.725,41.038,Idle
-1.526,0.094,0.328,-190.817,11.725,41.038,Idle
-1.135,0.094,0.328,-141.962,11.725,41.038,Idle
-0.744,0.094,0.328,-93.107,11.725,41.038,Idle
-0.354,0.094,0.328,-44.252,11.725,41.038,Idle
0.037,0.094,0.328,4.611,11.725,41.038,Idle
0.412,0.094,0.328,51.511,11.725,41.038,Idle
0.802,0.094,0.328,100.366,11.725,41.038,Idle
1.193,0.094,0.328,149.221,11.725,41.038,Idle
1.584,0.094,0.328,198.076,11.725,41.038,Idle
1.974,0.094,0.328,246.931,11.725,41.038,Idle
-1.635,0.094,0.328,-204.489,11.725,41.038,Idle
-1.244,0.094,0.328,-155.634,11.725,41.038,Idle
-0.854,0.094,0.328,-106.779,11.725,41.038,Idle
-0.463,0.094,0.328,-57.924,11.725,41.038,Idle
-0.073,0.094,0.328,-9.069,11.725,41.038,Idle
0.318,0.094,0.328,39.794,11.725,41.038,Idle
0.709,0.094,0.328,88.649,11.725,41.038,Idle
1.099,0.094,0.328,137.504,11.725,41.038,Idle
1.490,0.094,0.328,186.359,11.725,41.038,Idle
1.881,0.094,0.328,235.214,11.725,41.038,Idle
-1.729,0.094,0.328,-216.206,11.725,41.038,Idle
-1.338,0.094,0.328,-167.351,11.725,41.038,Idle
-0.947,0.094,0.328,-118.496,11.725,41.038,Idle
-0.557,0.094,0.328,-69.641,11.725,41.038,Idle
-0.166,0.094,0.328,-20.786,11.725,41.038,Idle
0.224,0.094,0.328,28.076,11.725,41.038,Idle
0.615,0.094,0.328,76.931,11.725,41.038,Idle
1.006,0.094,0.328,125.786,11.725,41.038,Idle
1.396,0.094,0.328,174.641,11.725,41.038,Idle
1.787,0.094,0.328,223.496,11.725,41.038,Idle
-1.822,0.094,0.328,-227.924,11.725,41.038,Idle
-1.432,0.094,0.328,-179.069,11.725,41.038,Idle
-1.041,0.094,0.328,-130.214,11.725,41.038,Idle
-0.651,0.094,0.328,-81.359,11.725,41.038,Idle
-0.260,0.094,0.328,-32.504,11.725,41.038,Idle
0.131,0.094,0.328,16.359,11.725,41.038,Idle
0.521,0.094,0.328,65.214,11.725,41.038,Idle
0.912,0.094,0.328,114.069,11.725,41.038,Idle
1.303,0.094,0.328,162.924,11.725,41.038,Idle
1.693,0.094,0.328,211.779,11.725,41.038,Idle
-1.916,0.094,0.328,-239.641,11.725,41.038,Idle
-1.525,0.094,0.328,-190.786,11.725,41.038,Idle
-1.135,0.094,0.328,-141.931,11.725,41.038,Idle
-0.744,0.094,0.328,-93.076,11.725,41.038,Idle
-0.354,0.094,0.328,-44.221,11.725,41.038,Idle
0.037,0.094,0.328,4.641,11.725,41.038,Idle
0.412,0.094,0.328,51.542,11.725,41.038,Idle
0.803,0.094,0.328,100.397,11.725,41.038,Idle
1.193,0.094,0.328,149.252,11.725,41.038,Idle
1.584,0.094,0.328,198.107,11.725,41.038,Idle
1.975,0.094,0.328,246.962,11.725,41.038,Idle
-1.635,0.094,0.328,-204.458,11.725,41.038,Idle
-1.244,0.094,0.328,-155.603,11.725,41.038,Idle
-0.854,0.094,0.328,-106.748,11.725,41.038,Idle
-0.463,0.094,0.328,-57.893,11.725,41.038,Idle
-0.072,0.094,0.328,-9.038,11.725,41.038,Idle
0.318,0.094,0.328,39.824,11.725,41.038,Idle
0.709,0.094,0.328,88.679,11.725,41.038,Idle
1.100,0.094,0.328,137.534,11.725,41.038,Idle
1.490,0.094,0.328,186.389,11.725,41.038,Idle
1.881,0.094,0.328,235.244,11.725,41.038,Idle
-1.728,0.094,0.328,-216.176,11.725,41.038,Idle
-1.338,0.094,0.328,-167.321,11.725,41.038,Idle
-0.947,0.094,0.328,-118.466,11.725,41.038,Idle
-0.557,0.094,0.328,-69.611,11.725,41.038,Idle
-0.166,0.094,0.328,-20.756,11.725,41.038,Idle
0.225,0.094,0.328,28.107,11.725,41.038,Idle
0.615,0.094,0.328,76.962,11.725,41.038,Idle
1.006,0.094,0.328,125.817,11.725,41.038,Idle
1.397,0.094,0.328,174.672,11.725,41.038,Idle
1.787,0.094,0.328,223.527,11.725,41.038,Idle
-1.822,0.094,0.328,-227.893,11.725,41.038,Idle
-1.432,0.094,0.328,-179.038,11.725,41.038,Idle
-1.041,0.094,0.328,-130.183,11.725,41.038,Idle
-0.650,0.094,0.328,-81.328,11.725,41.038,Idle
-0.260,0.094,0.328,-32.473,11.725,41.038,Idle
0.131,0.094,0.328,16.389,11.725,41.038,Idle
0.522,0.094,0.328,65.244,11.725,41.038,Idle
0.912,0.094,0.328,114.099,11.725,41.038,Idle
1.303,0.094,0.328,162.954,11.725,41.038,Idle
1.694,0.094,0.328,211.809,11.725,41.038,Idle
-1.916,0.094,0.328,-239.611,11.725,41.038,Idle
-1.525,0.094,0.328,-190.756,11.725,41.038,Idle
-1.135,0.094,0.328,-141.901,11.725,41.038,Idle
-0.744,0.094,0.328,-93.046,11.725,41.038,Idle
-0.353,0.094,0.328,-44.191,11.725,41.038,Idle
0.037,0.094,0.328,4.672,11.725,41.038,Idle
0.412,0.094,0.328,51.573,11.725,41.038,Idle
0.803,0.094,0.328,100.427,11.725,41.038,Idle
1.194,0.094,0.328,149.282,11.725,41.038,Idle
1.584,0.094,0.328,198.137,11.725,41.038,Idle
1.975,0.094,0.328,246.992,11.725,41.038,Idle
-1.635,0.094,0.328,-204.427,11.725,41.038,Idle
-1.244,0.094,0.328,-155.573,11.725,41.038,Idle
-0.853,0.094,0.328,-106.718,11.725,41.038,Idle
-0.463,0.094,0.328,-57.863,11.725,41.038,Idle
-0.072,0.094,0.328,-9.008,11.725,41.038,Idle
0.319,0.094,0.328,39.855,11.725,41.038,Idle
0.709,0.094,0.328,88.710,11.725,41.038,Idle
1.100,0.094,0.328,137.565,11.725,41.038,Idle
1.491,0.094,0.328,186.420,11.725,41.038,Idle
1.881,0.094,0.328,235.275,11.725,41.038,Idle
-1.728,0.094,0.328,-216.145,11.725,41.038,Idle
-1.338,0.094,0.328,-167.290,11.725,41.038,Idle
-0.947,0.094,0.328,-118.435,11.725,41.038,Idle
-0.556,0.094,0.328,-69.580,11.725,41.038,Idle
-0.166,0.094,0.328,-20.725,11.725,41.038,Idle
0.225,0.094,0.328,28.137,11.725,41.038,Idle
0.616,0.094,0.328,76.992,11.725,41.038,Idle
1.006,0.094,0.328,125.847,11.725,41.038,Idle
1.397,0.094,0.328,174.702,11.725,41.038,Idle
1.787,0.094,0.328,223.557,11.725,41.038,Idle
-1.822,0.094,0.328,-227.863,11.725,41.038,Idle
-1.431,0.094,0.328,-179.008,11.725,41.038,Idle
-1.041,0.094,0.328,-130.153,11.725,41.038,Idle
-0.650,0.094,0.328,-81.298,11.725,41.038,Idle
-0.259,0.094,0.328,-32.443,11.725,41.038,Idle
