Ax,Ay,Az,Gx,Gy,Gz,Label
-0.029,0.004,1.114,2.359,-1.702,-0.427,Idle
-0.033,0.002,1.119,2.588,-1.771,-0.466,Idle
-0.032,0,1.107,2.496,-1.756,-0.389,Idle
-0.03,0.003,1.109,2.252,-1.573,-0.557,Idle
-0.036,0.003,1.113,2.351,-1.557,-0.359,Idle
-0.033,0.006,1.122,2.359,-1.511,-0.313,Idle
-0.033,0.003,1.111,2.45,-1.611,-0.313,Idle
-0.031,0.005,1.114,2.397,-1.58,-0.267,Idle
-0.026,0.003,1.109,2.405,-1.618,-0.489,Idle
-0.031,0.001,1.11,2.443,-1.924,-0.344,Idle
-0.028,0.001,1.109,2.649,-1.618,-0.344,Idle
-0.031,0.002,1.119,2.397,-1.649,-0.595,Idle
-0.031,0.002,1.117,2.359,-1.672,-0.504,Idle
-0.031,0.001,1.108,2.466,-1.573,-0.244,Idle
-0.03,-0.001,1.112,2.351,-1.466,-0.389,Idle
-0.029,0.003,1.109,2.183,-1.435,-0.55,Idle
-0.031,0.003,1.108,2.641,-1.504,-0.42,Idle
-0.028,0.001,1.11,2.282,-1.687,-0.588,Idle
-0.03,-0.001,1.111,2.366,-1.786,-0.542,Idle
-0.03,0.002,1.112,2.588,-1.802,-0.336,Idle
-0.033,0,1.116,2.481,-1.794,-0.313,Idle
-0.029,0,1.113,2.481,-1.893,-0.344,Idle
-0.035,0.005,1.113,2.359,-1.786,-0.366,Idle
-0.031,0,1.104,2.344,-1.565,-0.122,Idle
-0.033,0.001,1.112,2.443,-1.504,-0.336,Idle
-0.031,0.004,1.104,2.244,-1.885,-0.115,Idle
-0.028,0.002,1.107,2.435,-1.679,-0.26,Idle
-0.029,0.002,1.11,2.458,-1.618,-0.298,Idle
-0.035,0.001,1.115,2.321,-1.656,-0.092,Idle
-0.034,0.001,1.113,2.473,-1.634,-0.191,Idle
-0.028,-0.002,1.113,2.527,-1.664,-0.313,Idle
-0.031,0.003,1.109,2.435,-1.733,-0.16,Idle
-0.027,0,1.118,2.405,-1.511,-0.26,Idle
-0.029,0.005,1.116,2.313,-1.672,-0.351,Idle
-0.031,0.003,1.111,2.611,-1.588,-0.305,Idle
-0.028,0.003,1.106,2.511,-1.656,-0.366,Idle
-0.029,0.003,1.107,2.267,-1.573,-0.443,Idle
-0.029,0.003,1.106,2.489,-1.656,-0.45,Idle
-0.033,0.002,1.118,2.237,-1.855,-0.267,Idle
-0.03,0.003,1.116,2.145,-1.687,-0.55,Idle
-0.03,0.006,1.115,2.282,-1.473,-0.267,Idle
-0.035,0.005,1.102,2.359,-1.412,-0.145,Idle
-0.031,0.001,1.111,2.382,-1.656,-0.466,Idle
-0.033,0.002,1.113,2.374,-1.511,-0.588,Idle
-0.029,0.001,1.109,2.412,-1.817,-0.405,Idle
-0.031,0.004,1.115,2.336,-1.405,-0.321,Idle
-0.029,0.002,1.113,2.321,-1.58,-0.229,Idle
-0.029,0.003,1.112,2.45,-1.496,-0.282,Idle
-0.033,0,1.107,2.527,-1.573,-0.237,Idle
-0.033,0.001,1.116,2.321,-1.687,-0.565,Idle
-0.031,0.001,1.11,2.565,-1.817,-0.359,Idle
-0.031,0.003,1.113,2.282,-1.779,-0.435,Idle
-0.031,0.003,1.117,2.26,-1.588,-0.557,Idle
-0.027,0.004,1.106,2.527,-1.405,-0.252,Idle
-0.032,0.007,1.113,2.45,-1.481,-0.626,Idle
-0.026,0.002,1.105,2.267,-1.603,-0.145,Idle
-0.027,-0.001,1.105,2.679,-1.466,-0.405,Idle
-0.024,0.003,1.107,2.435,-1.641,-0.282,Idle
-0.032,0.005,1.114,2.427,-1.771,-0.298,Idle
-0.03,0.001,1.11,2.641,-1.802,-0.321,Idle
-0.025,-0.002,1.109,2.305,-1.382,-0.366,Idle
-0.029,0.002,1.121,2.374,-1.588,-0.481,Idle
-0.036,0.005,1.116,2.679,-1.718,-0.275,Idle
-0.034,0,1.111,2.29,-1.725,-0.267,Idle
-0.035,0.004,1.124,2.267,-1.504,-0.282,Idle
-0.032,0.005,1.11,2.595,-1.817,-0.244,Idle
-0.034,0,1.115,2.58,-1.55,-0.328,Idle
-0.034,0.002,1.115,2.427,-1.771,-0.046,Idle
-0.034,0.001,1.116,2.336,-1.687,-0.328,Idle
-0.021,0.001,1.104,2.55,-1.534,-0.115,Idle
-0.031,-0.002,1.116,2.588,-1.588,-0.244,Idle
-0.031,0,1.11,2.443,-1.656,-0.397,Idle
-0.03,0.004,1.115,2.618,-1.519,-0.191,Idle
-0.033,0.003,1.112,2.221,-1.641,-0.435,Idle
-0.028,0,1.106,2.374,-1.443,-0.298,Idle
-0.031,0.006,1.117,2.42,-1.565,-0.374,Idle
-0.027,0.005,1.109,2.252,-1.557,-0.626,Idle
-0.039,0.002,1.107,2.336,-1.656,-0.473,Idle
-0.034,0.006,1.118,2.496,-1.573,-0.374,Idle
-0.03,0.002,1.115,2.458,-1.504,-0.321,Idle
-0.033,-0.001,1.118,2.344,-1.756,-0.252,Idle
-0.031,0.004,1.11,2.473,-1.779,-0.359,Idle
-0.031,0.006,1.114,2.305,-1.802,-0.573,Idle
-0.03,0.006,1.115,2.542,-1.55,-0.427,Idle
-0.029,-0.001,1.113,2.374,-1.71,-0.382,Idle
-0.035,0.004,1.112,2.496,-1.702,-0.557,Idle
-0.028,0,1.105,2.321,-1.748,-0.382,Idle
-0.035,0.005,1.117,2.344,-1.557,-0.351,Idle
-0.035,0.005,1.116,2.298,-1.443,-0.336,Idle
-0.029,0.002,1.105,2.328,-1.489,-0.397,Idle
-0.034,0.005,1.118,2.298,-1.588,-0.542,Idle
-0.027,0.005,1.109,2.71,-1.389,-0.313,Idle
-0.02,-0.002,1.102,2.565,-1.382,-0.221,Idle
-0.036,0.002,1.107,2.443,-1.634,-0.359,Idle
-0.037,0.008,1.121,2.046,-2.015,-0.351,Idle
-0.042,0.01,1.129,2.137,-1.817,-0.336,Idle
-0.02,-0.003,1.105,2.557,-1.489,-0.191,Idle
-0.024,-0.004,1.103,2.542,-1.298,-0.42,Idle
-0.033,0.01,1.122,2.313,-1.878,-0.519,Idle
-0.04,0.013,1.134,2.168,-1.84,-0.672,Idle
-0.028,0,1.111,2.344,-1.328,-0.412,Idle
-0.032,0.008,1.113,2.527,-1.634,-0.489,Idle
-0.029,0.003,1.111,2.168,-1.672,-0.374,Idle
-0.023,-0.002,1.108,2.519,-1.664,-0.275,Idle
-0.034,0.003,1.107,2.534,-1.71,-0.313,Idle
-0.024,0,1.101,2.618,-1.641,-0.298,Idle
-0.041,0.002,1.135,2.267,-1.588,-0.374,Idle
-0.032,0.001,1.11,2.481,-2.008,-0.16,Idle
-0.037,0.001,1.113,2.336,-1.779,-0.458,Idle
-0.026,0.001,1.109,2.382,-1.733,-0.267,Idle
-0.033,0.005,1.106,2.282,-1.542,-0.412,Idle
-0.032,0.006,1.122,2.382,-1.649,-0.336,Idle
-0.036,0.004,1.119,2.359,-1.847,-0.26,Idle
-0.038,0.003,1.131,2.122,-1.847,-0.26,Idle
-0.026,0.002,1.113,2.42,-1.695,-0.42,Idle
-0.025,-0.005,1.099,2.435,-1.412,-0.351,Idle
-0.025,-0.009,1.116,2.26,-1.313,-0.382,Idle
-0.026,-0.001,1.109,2.496,-1.55,-0.336,Idle
-0.026,-0.001,1.117,2.519,-1.641,-0.481,Idle
-0.025,0,1.115,2.344,-1.786,-0.55,Idle
-0.031,0.004,1.116,2.565,-1.634,-0.435,Idle
-0.029,0.001,1.114,2.359,-1.695,-0.359,Idle
-0.029,-0.002,1.106,2.481,-1.656,-0.366,Idle
-0.03,0.003,1.109,2.389,-1.595,-0.366,Idle
-0.03,0.006,1.114,2.519,-1.603,-0.374,Idle
-0.031,0.003,1.12,2.336,-1.992,-0.55,Idle
-0.03,-0.001,1.116,2.489,-1.679,-0.206,Idle
-0.029,-0.001,1.108,2.443,-1.611,-0.366,Idle
-0.029,-0.001,1.113,2.511,-1.786,-0.397,Idle
-0.026,0.002,1.112,2.443,-1.626,-0.382,Idle
-0.029,-0.004,1.112,2.397,-1.878,-0.191,Idle
-0.031,0.003,1.117,2.389,-1.718,-0.336,Idle
-0.033,0.003,1.112,2.427,-1.794,-0.183,Idle
-0.034,0.004,1.112,2.557,-1.939,-0.328,Idle
-0.033,0.005,1.107,2.382,-1.695,-0.466,Idle
-0.032,0.003,1.114,2.336,-1.55,-0.275,Idle
-0.03,0.003,1.107,2.427,-2.023,-0.473,Idle
-0.032,0.005,1.11,2.443,-1.763,-0.427,Idle
-0.04,0.01,1.12,2.473,-1.855,-0.244,Idle
-0.039,0.005,1.124,2.153,-1.885,-0.374,Idle
-0.034,0.009,1.119,2.489,-1.847,-0.344,Idle
-0.032,0,1.112,2.595,-1.588,-0.313,Idle
-0.033,0.003,1.115,2.595,-1.992,-0.229,Idle
-0.034,0.008,1.118,2.244,-1.802,-0.405,Idle
-0.029,0.005,1.116,2.725,-1.641,-0.435,Idle
-0.03,0.002,1.111,2.534,-1.588,-0.351,Idle
-0.03,0.005,1.111,2.427,-1.672,-0.198,Idle
-0.026,0.002,1.111,2.229,-1.435,-0.29,Idle
-0.029,0.003,1.107,2.603,-1.71,-0.298,Idle
-0.03,0.002,1.117,2.405,-1.695,-0.45,Idle
-0.035,0.004,1.116,2.42,-1.771,-0.305,Idle
-0.032,0.004,1.118,2.198,-1.611,-0.29,Idle
-0.034,0.008,1.113,2.405,-1.634,-0.42,Idle
-0.029,0,1.108,2.244,-1.672,-0.473,Idle
-0.031,0,1.105,2.229,-1.427,-0.397,Idle
-0.03,0.005,1.115,2.267,-1.725,-0.496,Idle
-0.036,0.004,1.114,2.435,-1.664,-0.298,Idle
-0.035,0.01,1.109,2.473,-1.931,-0.45,Idle
-0.038,0.006,1.114,2.305,-1.58,-0.313,Idle
-0.03,0.005,1.112,2.489,-1.611,-0.344,Idle
-0.022,-0.005,1.102,2.427,-1.504,-0.267,Idle
-0.037,0.006,1.122,2.397,-1.74,-0.496,Idle
-0.045,0.013,1.139,2.191,-2.252,-0.45,Idle
-0.034,-0.001,1.112,2.481,-1.611,-0.214,Idle
-0.019,-0.007,1.096,2.595,-1.374,-0.153,Idle
-0.02,0,1.097,2.435,-1.679,-0.405,Idle
-0.034,0.004,1.118,2.382,-1.695,-0.321,Idle
-0.03,0.005,1.115,2.374,-1.901,-0.29,Idle
-0.027,0.001,1.111,2.275,-1.435,-0.221,Idle
-0.027,-0.001,1.106,2.29,-1.405,-0.374,Idle
-0.032,0.003,1.116,2.344,-1.656,-0.481,Idle
-0.032,0.006,1.118,2.45,-1.664,-0.496,Idle
-0.026,-0.002,1.114,2.397,-1.756,-0.389,Idle
-0.031,0,1.109,2.427,-1.435,-0.244,Idle
-0.025,0.004,1.111,2.557,-1.511,-0.282,Idle
-0.027,0.003,1.114,2.481,-1.466,-0.595,Idle
-0.031,0.004,1.114,2.282,-1.733,-0.061,Idle
-0.024,-0.001,1.106,2.634,-1.382,-0.321,Idle
-0.033,0.001,1.11,2.29,-1.763,-0.198,Idle
-0.034,0.003,1.113,2.405,-1.634,-0.26,Idle
-0.031,0.005,1.121,2.282,-1.588,-0.237,Idle
-0.031,0.001,1.11,2.122,-1.847,-0.344,Idle
-0.027,0.002,1.11,2.366,-1.786,-0.336,Idle
-0.031,0.004,1.11,2.504,-1.58,-0.321,Idle
-0.029,0.003,1.108,2.397,-1.458,-0.366,Idle
-0.029,0.002,1.112,2.595,-1.588,-0.359,Idle
-0.03,0.007,1.109,2.626,-1.534,-0.153,Idle
-0.033,0.005,1.108,2.336,-1.649,-0.382,Idle
-0.03,0.003,1.112,2.191,-1.527,-0.374,Idle
-0.032,0,1.12,2.359,-1.702,-0.427,Idle
-0.031,0.002,1.111,2.344,-1.718,-0.351,Idle
-0.03,0.002,1.108,2.466,-1.878,-0.412,Idle
-0.029,0.003,1.11,2.473,-1.794,-0.405,Idle
-0.036,0.005,1.118,2.374,-1.832,-0.527,Idle
-0.034,0.003,1.115,2.458,-1.466,-0.641,Idle
-0.021,-0.003,1.098,2.809,-1.237,-0.405,Idle
-0.025,-0.003,1.099,2.42,-1.847,-0.603,Idle
-0.046,0.01,1.135,2.359,-2.145,-0.397,Idle
-0.031,0.007,1.124,2.489,-1.733,-0.221,Idle
-0.026,-0.001,1.103,2.42,-1.489,-0.366,Idle
-0.021,-0.011,1.119,2.328,-1.534,-0.435,Idle
-0.079,0.031,1.135,1.649,-2.771,-0.611,Idle
0.013,-0.028,1.1,3.008,-0.557,0.008,Idle
-0.032,0.002,1.101,2.504,-1.557,-0.359,Idle
-0.025,-0.002,1.11,2.557,-1.634,-0.198,Idle
-0.034,0.004,1.107,2.344,-1.756,-0.588,Idle
-0.039,0.01,1.129,2.313,-1.71,-0.405,Idle
-0.069,0.019,1.129,1.863,-2.351,-0.435,Idle
-0.032,0.002,1.123,2.42,-1.649,-0.389,Idle
-0.028,0.011,1.118,2.389,-1.672,-0.282,Idle
-0.035,0.002,1.109,2.26,-1.573,-0.412,Idle
-0.035,0.006,1.115,2.275,-1.786,-0.267,Idle
-0.032,0.003,1.121,2.198,-1.534,-0.45,Idle
-0.036,0.005,1.113,2.435,-1.611,-0.321,Idle
-0.033,0.003,1.115,2.481,-1.649,-0.557,Idle
-0.034,0.003,1.114,2.29,-1.557,-0.42,Idle
-0.033,0.003,1.112,2.26,-1.511,-0.359,Idle
-0.028,0.004,1.104,2.427,-1.557,-0.252,Idle
-0.028,-0.003,1.119,2.359,-1.679,-0.405,Idle
-0.033,0.007,1.113,2.321,-1.794,-0.366,Idle
-0.033,0.005,1.11,2.458,-1.916,-0.466,Idle
-0.034,0.002,1.118,2.313,-1.611,-0.397,Idle
-0.028,0.001,1.111,2.595,-1.55,-0.298,Idle
-0.028,0.004,1.11,2.55,-1.664,-0.206,Idle
-0.028,-0.001,1.112,2.29,-1.748,-0.435,Idle
-0.034,0.002,1.115,2.328,-1.55,-0.305,Idle
-0.03,0.006,1.114,2.176,-1.466,-0.275,Idle
-0.034,0.005,1.113,2.183,-1.855,-0.198,Idle
-0.031,0.001,1.114,2.366,-1.756,-0.076,Idle
-0.029,0.003,1.114,2.458,-1.756,-0.336,Idle
-0.029,0.002,1.116,2.29,-1.519,-0.229,Idle
-0.03,-0.001,1.108,2.359,-1.634,-0.511,Idle
-0.027,0.007,1.107,2.198,-1.542,-0.237,Idle
-0.031,0,1.116,2.458,-1.656,-0.397,Idle
-0.028,0.009,1.114,2.405,-1.573,-0.183,Idle
-0.031,0.003,1.114,2.473,-1.924,-0.458,Idle
-0.029,0,1.112,2.626,-1.58,-0.366,Idle
-0.03,0.004,1.111,2.298,-1.786,-0.427,Idle
-0.032,0.009,1.108,2.13,-1.489,-0.481,Idle
-0.031,0.003,1.107,2.191,-1.969,-0.321,Idle
-0.037,0.001,1.115,2.282,-1.679,-0.183,Idle
-0.033,0.001,1.111,2.137,-1.626,-0.29,Idle
-0.032,0.004,1.107,2.534,-1.71,-0.344,Idle
-0.031,0.001,1.111,2.519,-1.656,-0.443,Idle
-0.028,0.002,1.107,2.366,-1.481,-0.443,Idle
-0.028,0.002,1.108,2.473,-1.542,-0.015,Idle
-0.027,0.002,1.116,2.55,-1.664,-0.29,Idle
-0.032,0.002,1.113,2.305,-1.878,-0.282,Idle
-0.03,0.005,1.113,2.336,-1.573,-0.344,Idle
-0.03,0.002,1.114,2.504,-1.763,-0.275,Idle
-0.031,0.002,1.111,2.58,-1.58,-0.397,Idle
-0.032,0.002,1.117,2.275,-1.611,-0.603,Idle
-0.03,0.002,1.111,2.458,-1.74,-0.389,Idle
-0.031,-0.001,1.109,2.466,-1.466,-0.351,Idle
-0.031,0.003,1.111,2.298,-1.71,-0.267,Idle
-0.028,0,1.115,2.649,-1.55,-0.389,Idle
-0.027,0.004,1.106,2.527,-1.725,-0.336,Idle
-0.031,0,1.114,2.55,-1.496,-0.595,Idle
-0.032,0,1.111,2.55,-1.504,-0.267,Idle
-0.035,0.004,1.11,2.496,-1.74,-0.344,Idle
-0.02,-0.004,1.099,2.565,-1.511,-0.458,Idle
-0.017,-0.002,1.084,2.466,-1.344,-0.237,Idle
-0.024,-0.003,1.106,2.504,-1.298,-0.344,Idle
-0.026,0.003,1.102,2.405,-1.786,-0.237,Idle
-0.032,0,1.12,2.29,-1.847,-0.351,Idle
-0.029,0.005,1.114,2.481,-1.656,-0.267,Idle
0.001,-0.03,1.051,2.855,-0.519,-0.092,Idle
-0.025,0.001,1.111,2.336,-1.466,-0.389,Idle
-0.025,-0.001,1.11,2.412,-1.733,-0.504,Idle
-0.025,-0.003,1.111,2.282,-1.763,-0.473,Idle
-0.025,-0.003,1.109,2.252,-1.565,-0.435,Idle
-0.028,0.001,1.106,2.206,-1.817,-0.229,Idle
-0.029,0.004,1.121,2.237,-1.603,-0.214,Idle
-0.031,0.001,1.108,2.389,-1.695,-0.191,Idle
-0.03,0.002,1.109,2.168,-1.84,-0.366,Idle
-0.03,0.001,1.108,2.282,-1.603,-0.328,Idle
-0.031,0.002,1.112,2.282,-1.664,-0.252,Idle
-0.031,0.003,1.11,2.397,-1.748,-0.336,Idle
-0.024,0.003,1.109,2.519,-1.427,-0.351,Idle
-0.018,-0.006,1.11,2.458,-1.634,-0.366,Idle
-0.012,-0.009,1.111,2.634,-1.191,-0.29,Idle
-0.025,0,1.104,2.504,-1.588,-0.29,Idle
-0.035,0.009,1.124,2.55,-1.824,-0.496,Idle
-0.036,0.007,1.119,2.26,-1.824,-0.588,Idle
-0.031,0.005,1.123,2.351,-1.779,-0.496,Idle
-0.032,0.01,1.114,2.229,-1.634,-0.542,Idle
-0.028,0.002,1.111,2.366,-1.244,-0.42,Idle
-0.029,0.004,1.11,2.435,-1.481,-0.26,Idle
-0.023,0,1.109,2.45,-1.427,-0.29,Idle
-0.033,0.001,1.107,2.389,-1.611,-0.267,Idle
-0.024,0,1.117,2.489,-1.458,-0.221,Idle
-0.029,-0.005,1.11,2.328,-1.672,-0.153,Idle
-0.034,0.008,1.114,2.458,-1.695,-0.557,Idle
-0.042,0.008,1.119,2.229,-2,-0.542,Idle
-0.033,0.002,1.104,2.466,-1.802,-0.336,Idle
-0.044,0.01,1.147,2.374,-1.969,-0.565,Idle
-0.049,0.019,1.131,2.061,-2.336,-0.55,Idle
-0.041,0.001,1.104,2.053,-1.817,-0.458,Idle
-0.016,0.001,1.119,2.687,-1.397,-0.237,Idle
-0.034,0.011,1.131,2.542,-1.672,-0.443,Idle
-0.023,-0.003,1.119,2.473,-1.298,-0.374,Idle
-0.035,-0.003,1.094,2.351,-1.664,-0.58,Idle
-0.035,0.006,1.12,2.191,-1.481,-0.443,Idle
-0.034,0.008,1.115,2.305,-1.58,-0.435,Idle
-0.028,-0.001,1.117,2.519,-1.542,-0.382,Idle
-0.031,0.003,1.106,2.489,-1.763,-0.328,Idle
-0.028,0,1.111,2.656,-1.42,-0.473,Idle
-0.027,-0.001,1.108,2.473,-1.565,-0.267,Idle
-0.028,0.002,1.109,2.336,-1.397,-0.214,Idle
-0.031,-0.001,1.115,2.458,-1.527,-0.336,Idle
-0.028,0.004,1.112,2.412,-1.702,-0.458,Idle
-0.036,0.001,1.117,2.305,-1.855,-0.534,Idle
-0.037,0.011,1.123,2.405,-1.901,-0.267,Idle
-0.034,0,1.124,2.366,-1.534,-0.481,Idle
-0.028,0.001,1.112,2.29,-1.771,-0.237,Idle
-0.036,0,1.12,2.511,-1.611,-0.26,Idle
-0.03,-0.002,1.115,2.534,-1.382,-0.344,Idle
-0.029,0,1.108,2.275,-1.863,-0.374,Idle
-0.025,-0.005,1.109,2.573,-1.588,-0.237,Idle
-0.029,0,1.108,2.473,-1.679,-0.382,Idle
-0.031,0.002,1.11,2.405,-1.641,-0.595,Idle
-0.034,0.003,1.116,2.443,-1.626,-0.382,Idle
-0.027,0,1.101,2.489,-1.489,-0.267,Idle
-0.029,0.003,1.109,2.344,-1.504,-0.344,Idle
-0.03,-0.001,1.111,2.45,-1.351,-0.443,Idle
-0.018,-0.011,1.09,2.718,-1.405,-0.244,Idle
-0.028,0,1.106,2.473,-1.504,-0.298,Idle
-0.034,0.006,1.1,2.58,-1.718,-0.206,Idle
-0.029,0.008,1.111,2.473,-1.26,-0.702,Idle
-0.035,0.004,1.113,2.252,-1.679,-0.496,Idle
-0.029,0,1.125,2.542,-1.534,-0.321,Idle
-0.029,0.003,1.125,2.366,-1.55,-0.321,Idle
-0.033,0,1.111,2.237,-1.794,-0.359,Idle
-0.03,0,1.12,2.275,-1.786,-0.389,Idle
-0.032,0.008,1.115,2.389,-1.458,-0.374,Idle
-0.03,0.002,1.111,2.55,-1.534,-0.351,Idle
-0.025,0.002,1.109,2.29,-1.779,-0.427,Idle
-0.03,0.003,1.116,2.519,-1.679,-0.237,Idle
-0.034,0.004,1.114,2.321,-1.489,-0.305,Idle
-0.03,0.003,1.116,2.344,-1.58,-0.42,Idle
-0.033,0.001,1.109,2.466,-1.802,-0.244,Idle
-0.032,0,1.109,2.328,-1.733,-0.328,Idle
-0.03,0.004,1.11,2.58,-1.664,-0.45,Idle
-0.026,0,1.113,2.458,-1.481,-0.359,Idle
-0.031,0.004,1.12,2.511,-1.58,-0.504,Idle
-0.031,0.004,1.115,2.382,-1.809,-0.313,Idle
-0.031,0.001,1.113,2.382,-1.786,-0.26,Idle
-0.033,0.002,1.116,2.344,-1.84,-0.443,Idle
-0.032,-0.003,1.116,2.702,-1.664,-0.443,Idle
-0.034,0.002,1.117,2.305,-1.733,-0.511,Idle
-0.036,0.004,1.118,2.237,-1.664,-0.504,Idle
-0.028,0.003,1.116,2.412,-1.595,-0.473,Idle
-0.027,0.001,1.116,2.427,-1.702,-0.45,Idle
-0.033,0,1.107,2.351,-1.565,-0.252,Idle
-0.039,0.003,1.118,2.588,-1.824,-0.115,Idle
-0.033,0.005,1.118,2.55,-1.794,-0.504,Idle
-0.03,0.003,1.11,2.427,-1.55,-0.458,Idle
-0.032,0.007,1.114,2.397,-1.618,-0.466,Idle
-0.029,0.003,1.113,2.466,-1.504,-0.351,Idle
-0.029,0.003,1.12,2.557,-1.756,-0.221,Idle
-0.034,-0.002,1.108,2.443,-1.756,-0.198,Idle
-0.041,0.001,1.112,2.298,-1.618,-0.504,Idle
-0.042,0.009,1.121,2.153,-1.74,-0.603,Idle
-0.03,-0.002,1.106,2.55,-1.412,-0.26,Idle
-0.036,0.006,1.082,2.557,-1.427,-0.443,Idle
-0.039,0.001,1.098,2.16,-1.74,-0.374,Idle
-0.036,0.002,1.108,2.412,-1.771,-0.328,Idle
-0.025,0.001,1.109,2.435,-1.489,-0.366,Idle
-0.032,0.005,1.105,2.557,-1.695,-0.16,Idle
-0.033,0.006,1.12,2.382,-1.771,-0.427,Idle
-0.029,-0.002,1.117,2.397,-1.557,-0.55,Idle
-0.03,0.003,1.113,2.336,-1.649,-0.496,Idle
